年度,食品群,検体名,Bacteria,Serotype,検体数,陽性数,品目カテゴリ
2018,野菜,カイワレ,腸管出血性大腸菌,O111,19,0,厚生労働省指定品目
2018,野菜,カイワレ,腸管出血性大腸菌,O121,17,0,厚生労働省指定品目
2018,野菜,カイワレ,腸管出血性大腸菌,O145,17,0,厚生労働省指定品目
2018,野菜,カイワレ,腸管出血性大腸菌,O157,19,0,厚生労働省指定品目
2018,野菜,カイワレ,腸管出血性大腸菌,O26,19,0,厚生労働省指定品目
2018,野菜,カット野菜,E.coli,-,142,7,厚生労働省指定品目
2018,野菜,カット野菜,カンピロバクター,-,0,0,厚生労働省指定品目
2018,野菜,カット野菜,サルモネラ属菌,-,0,0,厚生労働省指定品目
2018,野菜,カット野菜,総検体数,-,,,厚生労働省指定品目
2018,野菜,カット野菜,腸管出血性大腸菌,O103,84,0,厚生労働省指定品目
2018,野菜,カット野菜,腸管出血性大腸菌,O111,98,0,厚生労働省指定品目
2018,野菜,カット野菜,腸管出血性大腸菌,O121,84,0,厚生労働省指定品目
2018,野菜,カット野菜,腸管出血性大腸菌,O145,84,0,厚生労働省指定品目
2018,野菜,カット野菜,腸管出血性大腸菌,O157,98,0,厚生労働省指定品目
2018,野菜,カット野菜,腸管出血性大腸菌,O26,98,0,厚生労働省指定品目
2018,野菜,キャベツ,E.coli,-,26,1,厚生労働省指定品目
2018,野菜,キャベツ,カンピロバクター,-,0,0,厚生労働省指定品目
2018,野菜,キャベツ,サルモネラ属菌,-,0,0,厚生労働省指定品目
2018,野菜,キャベツ,総検体数,-,,,厚生労働省指定品目
2018,野菜,キャベツ,腸管出血性大腸菌,O103,26,0,厚生労働省指定品目
2018,野菜,キャベツ,腸管出血性大腸菌,O111,27,0,厚生労働省指定品目
2018,野菜,キャベツ,腸管出血性大腸菌,O121,26,0,厚生労働省指定品目
2018,野菜,キャベツ,腸管出血性大腸菌,O145,26,0,厚生労働省指定品目
2018,野菜,キャベツ,腸管出血性大腸菌,O157,27,0,厚生労働省指定品目
2018,野菜,キャベツ,腸管出血性大腸菌,O26,27,0,厚生労働省指定品目
2018,野菜,キュウリ,E.coli,-,53,4,厚生労働省指定品目
2018,野菜,キュウリ,カンピロバクター,-,0,0,厚生労働省指定品目
2018,野菜,キュウリ,サルモネラ属菌,-,0,0,厚生労働省指定品目
2018,野菜,キュウリ,総検体数,-,,,厚生労働省指定品目
2018,野菜,キュウリ,腸管出血性大腸菌,O103,37,0,厚生労働省指定品目
2018,野菜,キュウリ,腸管出血性大腸菌,O111,40,0,厚生労働省指定品目
2018,野菜,キュウリ,腸管出血性大腸菌,O121,37,0,厚生労働省指定品目
2018,野菜,キュウリ,腸管出血性大腸菌,O145,37,0,厚生労働省指定品目
2018,野菜,キュウリ,腸管出血性大腸菌,O157,40,0,厚生労働省指定品目
2018,野菜,キュウリ,腸管出血性大腸菌,O26,40,0,厚生労働省指定品目
2018,野菜,スブラウト,E.coli,-,4,0,実選施定自品治目体
2018,野菜,スブラウト,カンピロバクター,-,0,0,実選施定自品治目体
2018,野菜,スブラウト,サルモネラ属菌,-,0,0,実選施定自品治目体
2018,野菜,スブラウト,総検体数,-,,,実選施定自品治目体
2018,野菜,スブラウト,腸管出血性大腸菌,O103,2,0,実選施定自品治目体
2018,野菜,スブラウト,腸管出血性大腸菌,O111,2,0,実選施定自品治目体
2018,野菜,スブラウト,腸管出血性大腸菌,O121,2,0,実選施定自品治目体
2018,野菜,スブラウト,腸管出血性大腸菌,O145,2,0,実選施定自品治目体
2018,野菜,スブラウト,腸管出血性大腸菌,O157,2,0,実選施定自品治目体
2018,野菜,スブラウト,腸管出血性大腸菌,O26,2,0,実選施定自品治目体
2018,野菜,トマト,E.coli,-,56,0,厚生労働省指定品目
2018,野菜,トマト,カンピロバクター,-,0,0,厚生労働省指定品目
2018,野菜,トマト,サルモネラ属菌,-,0,0,厚生労働省指定品目
2018,野菜,トマト,総検体数,-,,,厚生労働省指定品目
2018,野菜,トマト,腸管出血性大腸菌,O103,36,0,厚生労働省指定品目
2018,野菜,トマト,腸管出血性大腸菌,O111,37,0,厚生労働省指定品目
2018,野菜,トマト,腸管出血性大腸菌,O121,36,0,厚生労働省指定品目
2018,野菜,トマト,腸管出血性大腸菌,O145,36,0,厚生労働省指定品目
2018,野菜,トマト,腸管出血性大腸菌,O157,37,0,厚生労働省指定品目
2018,野菜,トマト,腸管出血性大腸菌,O26,37,0,厚生労働省指定品目
2018,野菜,レタス,E.coli,-,42,3,厚生労働省指定品目
2018,野菜,レタス,カンピロバクター,-,0,0,厚生労働省指定品目
2018,野菜,レタス,サルモネラ属菌,-,0,0,厚生労働省指定品目
2018,野菜,レタス,総検体数,-,,,厚生労働省指定品目
2018,野菜,レタス,腸管出血性大腸菌,O103,31,0,厚生労働省指定品目
2018,野菜,レタス,腸管出血性大腸菌,O111,36,0,厚生労働省指定品目
2018,野菜,レタス,腸管出血性大腸菌,O121,31,0,厚生労働省指定品目
2018,野菜,レタス,腸管出血性大腸菌,O145,31,0,厚生労働省指定品目
2018,野菜,レタス,腸管出血性大腸菌,O157,36,0,厚生労働省指定品目
2018,野菜,レタス,腸管出血性大腸菌,O26,36,0,厚生労働省指定品目
2018,野菜,水菜,E.coli,-,32,5,厚生労働省指定品目
2018,野菜,水菜,カンピロバクター,-,0,0,厚生労働省指定品目
2018,野菜,水菜,サルモネラ属菌,-,0,0,厚生労働省指定品目
2018,野菜,水菜,総検体数,-,,,厚生労働省指定品目
2018,野菜,水菜,腸管出血性大腸菌,O103,15,0,厚生労働省指定品目
2018,野菜,水菜,腸管出血性大腸菌,O111,16,0,厚生労働省指定品目
2018,野菜,水菜,腸管出血性大腸菌,O121,15,0,厚生労働省指定品目
2018,野菜,水菜,腸管出血性大腸菌,O145,15,0,厚生労働省指定品目
2018,野菜,水菜,腸管出血性大腸菌,O157,16,0,厚生労働省指定品目
2018,野菜,水菜,腸管出血性大腸菌,O26,18,0,厚生労働省指定品目
2018,食肉,カットステ一キ肉,E.coli,-,0,0,厚生労働省指定品目
2018,食肉,カットステ一キ肉,カンピロバクター,-,0,0,厚生労働省指定品目
2018,食肉,カットステ一キ肉,サルモネラ属菌,-,26,1,厚生労働省指定品目
2018,食肉,カットステ一キ肉,総検体数,-,,,厚生労働省指定品目
2018,食肉,カットステ一キ肉,腸管出血性大腸菌,O103,24,0,厚生労働省指定品目
2018,食肉,カットステ一キ肉,腸管出血性大腸菌,O111,24,0,厚生労働省指定品目
2018,食肉,カットステ一キ肉,腸管出血性大腸菌,O121,24,0,厚生労働省指定品目
2018,食肉,カットステ一キ肉,腸管出血性大腸菌,O145,24,0,厚生労働省指定品目
2018,食肉,カットステ一キ肉,腸管出血性大腸菌,O157,24,0,厚生労働省指定品目
2018,食肉,カットステ一キ肉,腸管出血性大腸菌,O26,27,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛〕,E.coli,-,0,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛〕,カンピロバクター,-,2,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛〕,サルモネラ属菌,-,8,1,厚生労働省指定品目
2018,食肉,ミンチ肉（牛〕,総検体数,-,,,厚生労働省指定品目
2018,食肉,ミンチ肉（牛〕,腸管出血性大腸菌,O103,34,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛〕,腸管出血性大腸菌,O111,35,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛〕,腸管出血性大腸菌,O121,34,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛〕,腸管出血性大腸菌,O145,34,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛〕,腸管出血性大腸菌,O157,35,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛〕,腸管出血性大腸菌,O26,36,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛を含むもの」,E.coli,-,0,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛を含むもの」,カンピロバクター,-,0,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛を含むもの」,サルモネラ属菌,-,19,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛を含むもの」,総検体数,-,,,厚生労働省指定品目
2018,食肉,ミンチ肉（牛を含むもの」,腸管出血性大腸菌,O103,14,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛を含むもの」,腸管出血性大腸菌,O111,16,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛を含むもの」,腸管出血性大腸菌,O121,14,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛を含むもの」,腸管出血性大腸菌,O145,14,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛を含むもの」,腸管出血性大腸菌,O157,16,0,厚生労働省指定品目
2018,食肉,ミンチ肉（牛を含むもの」,腸管出血性大腸菌,O26,17,1,厚生労働省指定品目
2018,食肉,ミンチ肉（豚〕,E.coli,-,0,0,厚生労働省指定品目
2018,食肉,ミンチ肉（豚〕,カンピロバクター,-,0,0,厚生労働省指定品目
2018,食肉,ミンチ肉（豚〕,サルモネラ属菌,-,47,1,厚生労働省指定品目
2018,食肉,ミンチ肉（豚〕,総検体数,-,,,厚生労働省指定品目
2018,食肉,ミンチ肉（豚〕,腸管出血性大腸菌,O103,12,0,厚生労働省指定品目
2018,食肉,ミンチ肉（豚〕,腸管出血性大腸菌,O111,14,0,厚生労働省指定品目
2018,食肉,ミンチ肉（豚〕,腸管出血性大腸菌,O121,12,0,厚生労働省指定品目
2018,食肉,ミンチ肉（豚〕,腸管出血性大腸菌,O145,12,0,厚生労働省指定品目
2018,食肉,ミンチ肉（豚〕,腸管出血性大腸菌,O157,14,0,厚生労働省指定品目
2018,食肉,ミンチ肉（豚〕,腸管出血性大腸菌,O26,15,0,厚生労働省指定品目
2018,食肉,ミンチ肉（鶏1,E.coli,-,0,0,厚生労働省指定品目
2018,食肉,ミンチ肉（鶏1,カンピロバクター,-,0,0,厚生労働省指定品目
2018,食肉,ミンチ肉（鶏1,サルモネラ属菌,-,43,21,厚生労働省指定品目
2018,食肉,ミンチ肉（鶏1,総検体数,-,,,厚生労働省指定品目
2018,食肉,ミンチ肉（鶏1,腸管出血性大腸菌,O103,10,0,厚生労働省指定品目
2018,食肉,ミンチ肉（鶏1,腸管出血性大腸菌,O111,10,0,厚生労働省指定品目
2018,食肉,ミンチ肉（鶏1,腸管出血性大腸菌,O121,10,0,厚生労働省指定品目
2018,食肉,ミンチ肉（鶏1,腸管出血性大腸菌,O145,10,0,厚生労働省指定品目
2018,食肉,ミンチ肉（鶏1,腸管出血性大腸菌,O157,10,0,厚生労働省指定品目
2018,食肉,ミンチ肉（鶏1,腸管出血性大腸菌,O26,11,0,厚生労働省指定品目
2018,食肉,中心部まで十分加熱されない食肉（鶏1咋1,E.coli,-,0,0,厚生労働省指定品目
2018,食肉,中心部まで十分加熱されない食肉（鶏1咋1,カンピロバクター,-,12,1,厚生労働省指定品目
2018,食肉,中心部まで十分加熱されない食肉（鶏1咋1,サルモネラ属菌,-,9,1,厚生労働省指定品目
2018,食肉,中心部まで十分加熱されない食肉（鶏1咋1,総検体数,-,,,厚生労働省指定品目
2018,食肉,中心部まで十分加熱されない食肉（鶏1咋1,腸管出血性大腸菌,O103,1,0,厚生労働省指定品目
2018,食肉,中心部まで十分加熱されない食肉（鶏1咋1,腸管出血性大腸菌,O111,2,0,厚生労働省指定品目
2018,食肉,中心部まで十分加熱されない食肉（鶏1咋1,腸管出血性大腸菌,O121,1,0,厚生労働省指定品目
2018,食肉,中心部まで十分加熱されない食肉（鶏1咋1,腸管出血性大腸菌,O145,1,0,厚生労働省指定品目
2018,食肉,中心部まで十分加熱されない食肉（鶏1咋1,腸管出血性大腸菌,O157,2,0,厚生労働省指定品目
2018,食肉,中心部まで十分加熱されない食肉（鶏1咋1,腸管出血性大腸菌,O26,2,0,厚生労働省指定品目
2018,食肉,牛結着肉,E.coli,-,0,0,厚生労働省指定品目
2018,食肉,牛結着肉,カンピロバクター,-,0,0,厚生労働省指定品目
2018,食肉,牛結着肉,サルモネラ属菌,-,35,5,厚生労働省指定品目
2018,食肉,牛結着肉,総検体数,-,,,厚生労働省指定品目
2018,食肉,牛結着肉,腸管出血性大腸菌,O103,30,0,厚生労働省指定品目
2018,食肉,牛結着肉,腸管出血性大腸菌,O111,34,0,厚生労働省指定品目
2018,食肉,牛結着肉,腸管出血性大腸菌,O121,30,0,厚生労働省指定品目
2018,食肉,牛結着肉,腸管出血性大腸菌,O145,30,0,厚生労働省指定品目
2018,食肉,牛結着肉,腸管出血性大腸菌,O157,34,0,厚生労働省指定品目
2018,食肉,牛結着肉,腸管出血性大腸菌,O26,35,0,厚生労働省指定品目
2018,食肉,生食用の食肉〔鶏〕,E.coli,-,0,0,厚生労働省指定品目
2018,食肉,生食用の食肉〔鶏〕,カンピロバクター,-,5,1,厚生労働省指定品目
2018,食肉,生食用の食肉〔鶏〕,サルモネラ属菌,-,5,0,厚生労働省指定品目
2018,食肉,生食用の食肉〔鶏〕,総検体数,-,,,厚生労働省指定品目
2018,食肉,生食用の食肉〔鶏〕,腸管出血性大腸菌,O103,1,0,厚生労働省指定品目
2018,食肉,生食用の食肉〔鶏〕,腸管出血性大腸菌,O111,1,0,厚生労働省指定品目
2018,食肉,生食用の食肉〔鶏〕,腸管出血性大腸菌,O121,1,0,厚生労働省指定品目
2018,食肉,生食用の食肉〔鶏〕,腸管出血性大腸菌,O145,1,0,厚生労働省指定品目
2018,食肉,生食用の食肉〔鶏〕,腸管出血性大腸菌,O157,1,0,厚生労働省指定品目
2018,食肉,生食用の食肉〔鶏〕,腸管出血性大腸菌,O26,1,0,厚生労働省指定品目
2018,食肉,生食用の食肉（牛〕,E.coli,-,0,0,実選施定自品治目体
2018,食肉,生食用の食肉（牛〕,カンピロバクター,-,0,0,実選施定自品治目体
2018,食肉,生食用の食肉（牛〕,サルモネラ属菌,-,1,0,実選施定自品治目体
2018,食肉,生食用の食肉（牛〕,総検体数,-,,,実選施定自品治目体
2018,食肉,生食用の食肉（牛〕,腸管出血性大腸菌,O103,1,0,実選施定自品治目体
2018,食肉,生食用の食肉（牛〕,腸管出血性大腸菌,O111,1,0,実選施定自品治目体
2018,食肉,生食用の食肉（牛〕,腸管出血性大腸菌,O121,1,0,実選施定自品治目体
2018,食肉,生食用の食肉（牛〕,腸管出血性大腸菌,O145,1,0,実選施定自品治目体
2018,食肉,生食用の食肉（牛〕,腸管出血性大腸菌,O157,1,0,実選施定自品治目体
2018,食肉,生食用の食肉（牛〕,腸管出血性大腸菌,O26,2,0,実選施定自品治目体
2018,食肉,生食用の食肉（馬〕,E.coli,-,0,0,厚生労働省指定品目
2018,食肉,生食用の食肉（馬〕,カンピロバクター,-,18,0,厚生労働省指定品目
2018,食肉,生食用の食肉（馬〕,サルモネラ属菌,-,21,0,厚生労働省指定品目
2018,食肉,生食用の食肉（馬〕,総検体数,-,,,厚生労働省指定品目
2018,食肉,生食用の食肉（馬〕,腸管出血性大腸菌,O103,15,0,厚生労働省指定品目
