調査年,食品取扱区分,食品カテゴリ,食品名,食品詳細,検査方法,細菌名,汚染濃度,単位,実施機関,調査名,source URL,閲覧日,備考
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+03,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+03,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+03,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+03,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+03,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+03,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+03,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+03,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,1.00E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,>1E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,>1E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,>1E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,>1E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,食材,鶏肉,鶏レバー（肝臓）,市販チキンレバー,plate_count,Campylobacter jejuni/coli,>1E+04,CFU/g,帯広畜産大学,MPN法および直接平板塗抹法による市販鶏レバーのカンピロバクターの定量検査,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,161093,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドA; organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,コリアンダーパウダー,MPN,Clostridium perfringens,9178,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,コリアンダーパウダー,MPN,Clostridium perfringens,3477,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,コリアンダーパウダー,MPN,Clostridium perfringens,201,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,75,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドB; organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,40,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドC; organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,37,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドD; organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,20,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドE; organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,20,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドF; organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,18,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドG; organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,<18,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドH; organism_details: cpa-positive 全体;  
"2022, 2023",Ready-to-eat,水産物,魚介乾製品,乾燥エビ,MPN,Clostridium perfringens,104,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: 個別サンプル1; organism_details: cpa-positive 全体;  
"2022, 2023",Ready-to-eat,水産物,魚介乾製品,乾燥エビ,MPN,Clostridium perfringens,20,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: 個別サンプル2; organism_details: cpa-positive 全体;  
"2022, 2023",Ready-to-eat,水産物,魚介乾製品,乾燥エビ,MPN,Clostridium perfringens,<18,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: 個別サンプル3; organism_details: cpa-positive 全体;  
"2022, 2023",Ready-to-eat,水産物,魚介乾製品,乾燥イワシ,MPN,Clostridium perfringens,<18,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,organism_details: cpa-positive 全体;  
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,18,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドA; organism_details: cpe-positive (エンテロトキシン産生);  
"2022, 2023",食材,その他,香辛料・調味料,コリアンダーパウダー,MPN,Clostridium perfringens,36,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,organism_details: cpe-positive (エンテロトキシン産生);  
"2022, 2023",食材,その他,香辛料・調味料,コリアンダーパウダー,MPN,Clostridium perfringens,<18,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,organism_details: cpe-positive (エンテロトキシン産生);  
"2022, 2023",食材,その他,香辛料・調味料,コリアンダーパウダー,MPN,Clostridium perfringens,78,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,organism_details: cpe-positive (エンテロトキシン産生);  
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,<18,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドB; organism_details: cpe-positive (エンテロトキシン産生);  
"2022, 2023",食材,その他,香辛料・調味料,カレールウ,MPN,Clostridium perfringens,<18,MPN/100g,国立医薬品食品衛生研究所,Contamination of Japanese Retail Foods With Enterotoxigenic Clostridium Perfringens Spores,https://www.sciencedirect.com/science/article/pii/S0362028X24002138,2026/1/9,食品詳細: ブランドC; organism_details: cpe-positive (エンテロトキシン産生);  
