Year,Food Handling Classification,Food Category,Food Name,Food details,Method,Organism,Concentration,Unit,Agency,Survey,Source URL,Access Date,Remarks
2004~2011,Ingredients,Chicken,Leg,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Sasami,Imported,MPN,Salmonella spp.,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Sasami,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Sasami,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Sasami,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Sasami,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Sasami,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Sasami,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Sasami,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Sasami,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Sasami,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Breast,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Breast,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Breast,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Breast,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Breast,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Breast,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Breast,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Chicken wing,Imported,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Chicken wing,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Chicken wing,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2004~2011,Ingredients,Chicken,Chicken wing,Imported,MPN,Salmonella spp.,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:輸入
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,<1,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,1.00E+01,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,1.00E+02,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,1.00E+02,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,1.00E+02,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,1.00E+02,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,1.00E+02,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
2001,Ingredients,Chicken,Chicken liver,Commercial chicken liver,plate_count,Campylobacter jejuni/coli,1.00E+02,CFU/g,Obihiro University of Agriculture and Veterinary Medicine,MPN and Direct-plate Methods Used to Enumerate Campylobacter spp. in Commercial Chicken Livers,https://www.jstage.jst.go.jp/article/jvma1951/55/7/55_7_447/_pdf/-char/en,2025/9/28,method_details: 平板法による定量結果;食品詳細:市販チキンレバー
